work_date,month,month_number,season,shift_hours,forecasted_trailers,units_per_trailer,forecasted_units,starting_backlog_units,available_units,actual_headcount,required_headcount,labor_hours,stow_rate_uph,tph,units_per_face,quality_defects_per_1000,count_errors_per_1000,processed_units,ending_backlog_units,backlog_hours,labor_cost,cost_per_unit,staffing_gap,recommended_action
2026-05-26,May,5,Non-Peak,10.0,14,11749,164486,90846,255332,88,116,880.0,268.6,20091.3,13.5,1.16,2.15,200913,54419,2.3,20020.0,0.0996,28,Add OT
2026-05-27,May,5,Non-Peak,10.0,13,12665,164645,54419,219064,93,100,930.0,259.0,20474.0,14.3,3.05,1.4,204740,14324,0.59,21670.0,0.1058,7,Labor share
2026-05-28,May,5,Non-Peak,10.0,10,11774,117740,14324,132064,77,60,770.0,252.0,13206.4,12.9,2.41,1.74,132064,0,0.0,16940.0,0.1283,-17,Offer VTO
2026-05-29,May,5,Non-Peak,10.0,11,11682,128502,0,128502,84,59,840.0,261.6,12850.2,12.7,3.27,1.5,128502,0,0.0,18700.0,0.1455,-25,Offer VTO
2026-05-30,May,5,Non-Peak,10.0,10,12161,121610,0,121610,73,56,730.0,266.6,12161.0,13.7,1.92,1.89,121610,0,0.0,16060.0,0.1321,-17,Offer VTO
2026-05-31,May,5,Non-Peak,10.0,16,11661,186576,0,186576,77,85,770.0,252.3,16513.0,12.5,1.0,1.69,165130,21446,1.1,16940.0,0.1026,8,Labor share
2026-06-01,Jun,6,Non-Peak,10.0,13,12222,158886,21446,180332,73,82,730.0,220.3,13669.6,11.4,4.19,0.83,136696,43636,2.71,16060.0,0.1175,9,Add OT
2026-06-02,Jun,6,Non-Peak,10.0,8,13652,109216,43636,152852,83,70,830.0,239.6,15285.2,10.6,3.48,2.77,152852,0,0.0,18370.0,0.1202,-13,Offer VTO
2026-06-03,Jun,6,Non-Peak,10.0,16,11315,181040,0,181040,88,82,880.0,263.7,18104.0,13.5,2.79,1.17,181040,0,0.0,20020.0,0.1106,-6,Maintain plan
2026-06-04,Jun,6,Non-Peak,10.0,16,11947,191152,0,191152,81,87,810.0,256.1,17632.5,11.7,3.28,1.09,176325,14827,0.71,17820.0,0.1011,6,Labor share
2026-06-05,Jun,6,Non-Peak,10.0,9,12572,113148,14827,127975,80,58,800.0,252.4,12797.5,11.6,3.17,1.76,127975,0,0.0,17600.0,0.1375,-22,Offer VTO
2026-06-06,Jun,6,Non-Peak,10.0,15,11229,168435,0,168435,73,77,730.0,242.9,15071.9,11.7,1.93,0.95,150719,17716,1.0,16060.0,0.1066,4,UPF coaching
2026-06-07,Jun,6,Non-Peak,10.0,15,13493,202395,17716,220111,78,100,780.0,261.3,17324.2,13.4,2.81,1.26,173242,46869,2.3,17160.0,0.0991,22,Add OT
2026-06-08,Jun,6,Non-Peak,10.0,8,12874,102992,46869,149861,86,68,860.0,271.5,14986.1,12.7,2.83,1.46,149861,0,0.0,19360.0,0.1292,-18,Offer VTO
2026-06-09,Jun,6,Non-Peak,10.0,17,12021,204357,0,204357,79,93,790.0,265.8,17848.5,13.4,2.4,2.53,178485,25872,1.23,17380.0,0.0974,14,Add OT
2026-06-10,Jun,6,Non-Peak,10.0,12,13628,163536,25872,189408,78,86,780.0,239.8,15898.7,11.8,3.06,1.59,158987,30421,1.63,17160.0,0.1079,8,Labor share
2026-06-11,Jun,6,Non-Peak,10.0,15,11445,171675,30421,202096,76,92,760.0,255.7,16518.2,12.4,2.52,1.51,165182,36914,1.9,16720.0,0.1012,16,Add OT
2026-06-12,Jun,6,Non-Peak,10.0,15,11580,173700,36914,210614,87,96,870.0,263.6,19493.2,12.4,2.14,1.16,194932,15682,0.68,19690.0,0.101,9,Labor share
2026-06-13,Jun,6,Non-Peak,10.0,11,11485,126335,15682,142017,73,65,730.0,251.6,14201.7,13.3,2.5,1.92,142017,0,0.0,16060.0,0.1131,-8,Maintain plan
2026-06-14,Jun,6,Non-Peak,10.0,7,13448,94136,0,94136,78,43,780.0,253.3,9413.6,13.1,2.63,1.6,94136,0,0.0,17160.0,0.1823,-35,Offer VTO
2026-06-15,Jun,6,Non-Peak,10.0,14,12002,168028,0,168028,77,77,770.0,267.6,16802.8,14.4,2.91,1.03,168028,0,0.0,16940.0,0.1008,0,Maintain plan
2026-06-16,Jun,6,Non-Peak,10.0,10,10814,108140,0,108140,82,49,820.0,263.5,10814.0,14.0,2.77,2.25,108140,0,0.0,18040.0,0.1668,-33,Offer VTO
2026-06-17,Jun,6,Non-Peak,10.0,13,11697,152061,0,152061,85,69,850.0,257.1,15206.1,13.4,2.77,1.58,152061,0,0.0,19030.0,0.1251,-16,Offer VTO
2026-06-18,Jun,6,Non-Peak,10.0,17,11570,196690,0,196690,83,89,830.0,247.7,17475.2,13.8,3.01,1.5,174752,21938,1.07,18370.0,0.1051,6,Labor share
2026-06-19,Jun,6,Non-Peak,10.0,14,11140,155960,21938,177898,79,81,790.0,280.2,17789.8,13.5,2.26,1.06,177898,0,0.0,17380.0,0.0977,2,Use flex-trained team
2026-06-20,Jun,6,Non-Peak,10.0,19,9936,188784,0,188784,80,86,800.0,262.3,17836.4,12.0,1.63,1.9,178364,10420,0.5,17600.0,0.0987,6,Labor share
2026-06-21,Jun,6,Non-Peak,10.0,17,11953,203201,10420,213621,72,97,720.0,243.9,14926.7,13.1,3.56,2.13,149267,64354,3.66,15840.0,0.1061,25,Add OT
2026-06-22,Jun,6,Non-Peak,10.0,14,12929,181006,64354,245360,76,112,760.0,255.3,16492.4,12.5,2.41,1.55,164924,80436,4.15,16720.0,0.1014,36,Add OT
2026-06-23,Jun,6,Non-Peak,10.0,13,11993,155909,80436,236345,88,107,880.0,255.6,19118.9,14.0,3.06,2.29,191189,45156,2.01,20020.0,0.1047,19,Add OT
2026-06-24,Jun,6,Non-Peak,10.0,12,11405,136860,45156,182016,88,83,880.0,272.5,18201.6,12.9,3.49,0.87,182016,0,0.0,20020.0,0.11,-5,Maintain plan
2026-06-25,Jun,6,Non-Peak,10.0,13,11746,152698,0,152698,88,70,880.0,249.9,15269.8,14.5,2.93,1.66,152698,0,0.0,20020.0,0.1311,-18,Offer VTO
2026-06-26,Jun,6,Non-Peak,10.0,12,14721,176652,0,176652,77,80,770.0,255.5,16722.5,13.3,2.51,2.47,167225,9427,0.48,16940.0,0.1013,3,Use flex-trained team
2026-06-27,Jun,6,Non-Peak,10.0,14,13522,189308,9427,198735,80,90,800.0,255.1,17346.8,12.4,1.71,1.45,173468,25267,1.24,17600.0,0.1015,10,Labor share
2026-06-28,Jun,6,Non-Peak,10.0,15,13377,200655,25267,225922,77,103,770.0,237.4,15537.8,11.5,3.3,2.01,155378,70544,3.86,16940.0,0.109,26,Add OT
2026-06-29,Jun,6,Non-Peak,10.0,14,11901,166614,70544,237158,78,108,780.0,260.2,17251.3,13.6,1.6,1.65,172513,64645,3.19,17160.0,0.0995,30,Add OT
2026-06-30,Jun,6,Non-Peak,10.0,13,12341,160433,64645,225078,77,102,770.0,258.2,16899.2,13.0,3.29,1.14,168992,56086,2.82,16940.0,0.1002,25,Add OT
2026-07-01,Jul,7,Non-Peak,10.0,20,10796,215920,56086,272006,80,124,800.0,252.8,17190.4,12.7,2.66,1.65,171904,100102,4.95,17600.0,0.1024,44,Add OT
2026-07-02,Jul,7,Non-Peak,10.0,10,13383,133830,100102,233932,85,106,850.0,262.8,18987.3,14.2,3.61,1.13,189873,44059,1.97,19030.0,0.1002,21,Add OT
2026-07-03,Jul,7,Non-Peak,10.0,15,14353,215295,44059,259354,84,118,840.0,260.5,18599.7,12.5,2.84,1.45,185997,73357,3.35,18700.0,0.1005,34,Add OT
2026-07-04,Jul,7,Non-Peak,10.0,21,10919,229299,73357,302656,79,137,790.0,265.3,17814.9,14.0,1.98,1.71,178149,124507,5.94,17380.0,0.0976,58,Add OT
2026-07-05,Jul,7,Non-Peak,10.0,13,12311,160043,124507,284550,71,129,710.0,253.8,15316.8,12.8,3.59,1.5,153168,131382,7.29,15620.0,0.102,58,Add OT
2026-07-06,Jul,7,Non-Peak,10.0,17,11084,188428,131382,319810,77,145,770.0,255.3,16709.4,12.3,3.01,1.79,167094,152716,7.77,16940.0,0.1014,68,Add OT
2026-07-07,Jul,7,Non-Peak,10.0,13,13029,169377,152716,322093,71,146,710.0,258.6,15606.5,13.0,2.78,2.35,156065,166028,9.04,15620.0,0.1001,75,Add OT
2026-07-08,Jul,7,Non-Peak,10.0,16,12836,205376,166028,371404,73,169,730.0,261.1,16201.3,12.8,2.35,0.98,162013,209391,10.99,16060.0,0.0991,96,Add OT
2026-07-09,Jul,7,Non-Peak,10.0,11,11745,129195,209391,338586,80,154,800.0,244.6,16632.8,11.9,2.24,1.06,166328,172258,8.8,17600.0,0.1058,74,Add OT
2026-07-10,Jul,7,Non-Peak,10.0,14,12810,179340,172258,351598,84,160,840.0,276.9,19770.7,14.9,2.33,1.58,197707,153891,6.62,18700.0,0.0946,76,Add OT
2026-07-11,Jul,7,Non-Peak,10.0,17,11579,196843,153891,350734,82,159,820.0,257.3,17933.8,12.8,2.43,2.0,179338,171396,8.12,18040.0,0.1006,77,Add OT
2026-07-12,Jul,7,Non-Peak,10.0,15,11418,171270,171396,342666,82,156,820.0,259.4,18080.2,10.7,2.43,1.8,180802,161864,7.61,18040.0,0.0998,74,Add OT
2026-07-13,Jul,7,Non-Peak,10.0,12,13262,159144,161864,321008,74,146,740.0,260.1,16360.3,12.4,2.62,1.15,163603,157405,8.18,16280.0,0.0995,72,Add OT
2026-07-14,Jul,7,Non-Peak,10.0,11,13152,144672,157405,302077,78,137,780.0,253.0,16773.9,11.9,1.6,1.86,167739,134338,6.81,17160.0,0.1023,59,Add OT
2026-07-15,Jul,7,Non-Peak,10.0,18,10761,193698,134338,328036,82,149,820.0,239.7,16707.1,12.2,2.56,2.5,167071,160965,8.19,18040.0,0.108,67,Add OT
2026-07-16,Jul,7,Non-Peak,10.0,14,12554,175756,160965,336721,91,153,910.0,257.2,19894.4,14.3,3.61,1.55,198944,137777,5.89,21010.0,0.1056,62,Add OT
2026-07-17,Jul,7,Non-Peak,10.0,15,12291,184365,137777,322142,77,146,770.0,252.5,16526.1,12.7,2.77,1.83,165261,156881,8.07,16940.0,0.1025,69,Add OT
2026-07-18,Jul,7,Non-Peak,10.0,13,13155,171015,156881,327896,76,149,760.0,267.2,17261.1,14.2,2.63,0.87,172611,155285,7.65,16720.0,0.0969,73,Add OT
2026-07-19,Jul,7,Non-Peak,10.0,10,13787,137870,155285,293155,79,133,790.0,255.6,17163.5,11.8,3.2,1.27,171635,121520,6.02,17380.0,0.1013,54,Add OT
2026-07-20,Jul,7,Non-Peak,10.0,11,13035,143385,121520,264905,89,120,890.0,252.3,19086.5,12.6,1.83,2.16,190865,74040,3.3,20350.0,0.1066,31,Add OT
2026-07-21,Jul,7,Non-Peak,10.0,20,10648,212960,74040,287000,91,130,910.0,269.3,20830.4,14.6,3.12,1.74,208304,78696,3.21,21010.0,0.1009,39,Add OT
2026-07-22,Jul,7,Non-Peak,10.0,11,11286,124146,78696,202842,79,92,790.0,251.3,16874.8,13.1,3.12,0.85,168748,34094,1.72,17380.0,0.103,13,Add OT
2026-07-23,Jul,7,Non-Peak,10.0,16,10390,166240,34094,200334,85,91,850.0,252.6,18250.4,14.8,2.82,2.23,182504,17830,0.83,19030.0,0.1043,6,Labor share
2026-07-24,Jul,7,Non-Peak,10.0,10,11782,117820,17830,135650,81,62,810.0,257.7,13565.0,13.0,1.38,1.64,135650,0,0.0,17820.0,0.1314,-19,Offer VTO
2026-07-25,Jul,7,Non-Peak,10.0,13,12102,157326,0,157326,64,72,640.0,246.5,13409.6,12.9,1.49,2.45,134096,23230,1.47,14080.0,0.105,8,Labor share
2026-07-26,Jul,7,Non-Peak,10.0,18,9834,177012,23230,200242,76,91,760.0,265.2,17131.9,14.4,3.25,2.3,171319,28923,1.44,16720.0,0.0976,15,Add OT
2026-07-27,Jul,7,Non-Peak,10.0,11,13822,152042,28923,180965,80,82,800.0,267.8,18096.5,11.8,2.36,2.01,180965,0,0.0,17600.0,0.0973,2,Use flex-trained team
2026-07-28,Jul,7,Non-Peak,10.0,12,11774,141288,0,141288,96,64,960.0,267.2,14128.8,11.2,3.4,1.62,141288,0,0.0,22660.0,0.1604,-32,Offer VTO
2026-07-29,Jul,7,Non-Peak,10.0,12,11539,138468,0,138468,84,63,840.0,260.5,13846.8,13.2,1.0,1.46,138468,0,0.0,18700.0,0.135,-21,Offer VTO
2026-07-30,Jul,7,Non-Peak,10.0,10,12453,124530,0,124530,76,57,760.0,245.0,12453.0,12.9,3.19,1.4,124530,0,0.0,16720.0,0.1343,-19,Offer VTO
2026-07-31,Jul,7,Non-Peak,10.0,12,11031,132372,0,132372,88,60,880.0,253.8,13237.2,12.4,3.68,2.52,132372,0,0.0,20020.0,0.1512,-28,Offer VTO
2026-08-01,Aug,8,Non-Peak,10.0,12,13478,161736,0,161736,74,74,740.0,254.9,16033.2,12.0,1.87,1.84,160332,1404,0.07,16280.0,0.1015,0,UPF coaching
2026-08-02,Aug,8,Non-Peak,10.0,13,12338,160394,1404,161798,63,74,630.0,268.8,14394.2,13.9,2.9,2.08,143942,17856,1.05,13860.0,0.0963,11,Labor share
2026-08-03,Aug,8,Non-Peak,10.0,12,13932,167184,17856,185040,84,84,840.0,263.4,18504.0,13.9,2.62,1.42,185040,0,0.0,18700.0,0.1011,0,Maintain plan
2026-08-04,Aug,8,Non-Peak,10.0,14,11047,154658,0,154658,76,70,760.0,268.7,15465.8,13.8,3.35,1.16,154658,0,0.0,16720.0,0.1081,-6,Maintain plan
2026-08-05,Aug,8,Non-Peak,10.0,13,12509,162617,0,162617,78,74,780.0,250.6,16261.7,11.6,2.73,2.0,162617,0,0.0,17160.0,0.1055,-4,UPF coaching
2026-08-06,Aug,8,Non-Peak,10.0,10,12419,124190,0,124190,75,57,750.0,248.1,12419.0,11.5,1.87,2.32,124190,0,0.0,16500.0,0.1329,-18,Offer VTO
2026-08-07,Aug,8,Non-Peak,10.0,12,12140,145680,0,145680,80,66,800.0,268.0,14568.0,14.1,3.71,0.7,145680,0,0.0,17600.0,0.1208,-14,Offer VTO
2026-08-08,Aug,8,Non-Peak,10.0,12,13397,160764,0,160764,77,73,770.0,246.6,16076.4,11.0,2.3,1.53,160764,0,0.0,16940.0,0.1054,-4,UPF coaching
2026-08-09,Aug,8,Non-Peak,10.0,13,12053,156689,0,156689,75,71,750.0,264.2,15668.9,13.9,1.91,1.36,156689,0,0.0,16500.0,0.1053,-4,Maintain plan
2026-08-10,Aug,8,Non-Peak,10.0,19,10572,200868,0,200868,76,91,760.0,269.7,17422.6,15.1,2.23,2.26,174226,26642,1.3,16720.0,0.096,15,Add OT
2026-08-11,Aug,8,Non-Peak,10.0,15,12771,191565,26642,218207,89,99,890.0,267.3,20221.2,13.9,2.19,1.51,202212,15995,0.67,20350.0,0.1006,10,Labor share
2026-08-12,Aug,8,Non-Peak,10.0,14,12364,173096,15995,189091,80,86,800.0,250.4,17027.2,12.9,1.65,0.84,170272,18819,0.94,17600.0,0.1034,6,Labor share
2026-08-13,Aug,8,Non-Peak,10.0,14,11674,163436,18819,182255,81,83,810.0,260.1,17907.9,11.3,1.84,2.2,179079,3176,0.15,17820.0,0.0995,2,Use flex-trained team
2026-08-14,Aug,8,Non-Peak,10.0,14,13204,184856,3176,188032,81,86,810.0,247.1,17012.8,13.0,3.81,1.73,170128,17904,0.89,17820.0,0.1047,5,Labor share
2026-08-15,Aug,8,Non-Peak,10.0,16,11933,190928,17904,208832,71,95,710.0,252.8,15256.5,12.4,3.01,1.89,152565,56267,3.13,15620.0,0.1024,24,Add OT
2026-08-16,Aug,8,Non-Peak,10.0,10,12486,124860,56267,181127,79,82,790.0,258.3,17344.8,13.5,2.82,1.63,173448,7679,0.38,17380.0,0.1002,3,Use flex-trained team
2026-08-17,Aug,8,Non-Peak,10.0,11,13269,145959,7679,153638,84,70,840.0,250.8,15363.8,13.1,2.76,1.73,153638,0,0.0,18700.0,0.1217,-14,Offer VTO
2026-08-18,Aug,8,Non-Peak,10.0,13,11850,154050,0,154050,82,70,820.0,258.1,15405.0,12.1,2.76,2.14,154050,0,0.0,18040.0,0.1171,-12,Offer VTO
2026-08-19,Aug,8,Non-Peak,10.0,16,11640,186240,0,186240,81,85,810.0,259.3,17852.8,11.8,3.21,1.84,178528,7712,0.37,17820.0,0.0998,4,Quality audit
2026-08-20,Aug,8,Non-Peak,10.0,13,12913,167869,7712,175581,86,80,860.0,251.5,17558.1,11.8,2.0,2.48,175581,0,0.0,19360.0,0.1103,-6,UPF coaching
2026-08-21,Aug,8,Non-Peak,10.0,16,11699,187184,0,187184,83,85,830.0,256.0,18060.8,11.9,2.92,2.41,180608,6576,0.31,18370.0,0.1017,2,Quality audit
2026-08-22,Aug,8,Non-Peak,10.0,13,13859,180167,6576,186743,79,85,790.0,256.5,17224.0,13.6,2.78,2.11,172240,14503,0.72,17380.0,0.1009,6,Labor share
2026-08-23,Aug,8,Non-Peak,10.0,16,12326,197216,14503,211719,73,96,730.0,260.9,16188.8,12.7,1.6,1.4,161888,49831,2.62,16060.0,0.0992,23,Add OT
2026-08-24,Aug,8,Non-Peak,10.0,13,12400,161200,49831,211031,80,96,800.0,265.5,18054.0,14.5,3.71,1.7,180540,30491,1.44,17600.0,0.0975,16,Add OT
2026-08-25,Aug,8,Non-Peak,10.0,13,13136,170768,30491,201259,76,92,760.0,247.6,15995.0,12.4,2.65,2.08,159950,41309,2.2,16720.0,0.1045,16,Add OT
2026-08-26,Aug,8,Non-Peak,10.0,14,11446,160244,41309,201553,90,92,900.0,263.7,20155.3,14.6,1.37,2.27,201553,0,0.0,20680.0,0.1026,2,Use flex-trained team
2026-08-27,Aug,8,Non-Peak,10.0,12,13338,160056,0,160056,81,73,810.0,263.4,16005.6,13.6,3.68,1.66,160056,0,0.0,17820.0,0.1113,-8,Quality audit
2026-08-28,Aug,8,Non-Peak,10.0,13,14377,186901,0,186901,69,85,690.0,251.2,14732.9,12.7,2.73,1.74,147329,39572,2.28,15180.0,0.103,16,Add OT
2026-08-29,Aug,8,Non-Peak,10.0,14,13485,188790,39572,228362,80,104,800.0,273.9,18625.2,13.2,1.21,1.58,186252,42110,1.92,17600.0,0.0945,24,Add OT
2026-08-30,Aug,8,Non-Peak,10.0,17,11463,194871,42110,236981,72,108,720.0,266.4,16303.7,12.3,1.95,1.74,163037,73944,3.86,15840.0,0.0972,36,Add OT
2026-08-31,Aug,8,Non-Peak,10.0,11,11384,125224,73944,199168,85,91,850.0,260.7,18835.6,12.5,1.24,1.61,188356,10812,0.49,19030.0,0.101,6,Labor share
2026-09-01,Sep,9,Non-Peak,10.0,17,11790,200430,10812,211242,74,96,740.0,255.3,16058.4,12.7,3.01,1.9,160584,50658,2.68,16280.0,0.1014,22,Add OT
2026-09-02,Sep,9,Non-Peak,10.0,9,13012,117108,50658,167766,74,76,740.0,246.4,15498.6,12.2,2.42,1.75,154986,12780,0.7,16280.0,0.105,2,UPF coaching
2026-09-03,Sep,9,Non-Peak,10.0,13,11812,153556,12780,166336,84,76,840.0,249.3,16633.6,12.8,3.3,1.58,166336,0,0.0,18700.0,0.1124,-8,Maintain plan
2026-09-04,Sep,9,Non-Peak,10.0,17,12128,206176,0,206176,78,94,780.0,260.2,17251.3,12.9,2.12,1.73,172513,33663,1.66,17160.0,0.0995,16,Add OT
2026-09-05,Sep,9,Non-Peak,10.0,12,11491,137892,33663,171555,72,78,720.0,268.4,16426.1,14.3,1.94,1.65,164261,7294,0.38,15840.0,0.0964,6,Labor share
2026-09-06,Sep,9,Non-Peak,10.0,10,12931,129310,7294,136604,78,62,780.0,248.8,13660.4,13.3,2.06,2.66,136604,0,0.0,17160.0,0.1256,-16,Offer VTO
2026-09-07,Sep,9,Non-Peak,10.0,13,12170,158210,0,158210,92,72,920.0,270.0,15821.0,14.3,2.94,1.84,158210,0,0.0,21340.0,0.1349,-20,Offer VTO
2026-09-08,Sep,9,Non-Peak,10.0,6,13751,82506,0,82506,84,38,840.0,263.0,8250.6,13.0,2.25,1.78,82506,0,0.0,18700.0,0.2267,-46,Offer VTO
2026-09-09,Sep,9,Non-Peak,10.0,14,12210,170940,0,170940,82,78,820.0,264.6,17094.0,13.2,1.36,1.02,170940,0,0.0,18040.0,0.1055,-4,Maintain plan
2026-09-10,Sep,9,Non-Peak,10.0,9,14139,127251,0,127251,77,58,770.0,255.8,12725.1,14.1,3.32,1.95,127251,0,0.0,16940.0,0.1331,-19,Offer VTO
2026-09-11,Sep,9,Non-Peak,10.0,11,12267,134937,0,134937,82,62,820.0,274.4,13493.7,13.1,1.7,1.8,134937,0,0.0,18040.0,0.1337,-20,Offer VTO
2026-09-12,Sep,9,Non-Peak,10.0,14,11146,156044,0,156044,76,71,760.0,269.6,15604.4,14.4,1.93,1.09,156044,0,0.0,16720.0,0.1071,-5,Maintain plan
2026-09-13,Sep,9,Non-Peak,10.0,17,12503,212551,0,212551,75,97,750.0,267.0,17021.2,11.5,1.37,2.29,170212,42339,2.11,16500.0,0.0969,22,Add OT
2026-09-14,Sep,9,Non-Peak,10.0,13,10923,141999,42339,184338,78,84,780.0,240.1,15918.6,11.6,3.07,2.09,159186,25152,1.34,17160.0,0.1078,6,Labor share
2026-09-15,Sep,9,Non-Peak,10.0,14,11659,163226,25152,188378,81,86,810.0,262.2,18052.5,12.7,1.29,1.59,180525,7853,0.37,17820.0,0.0987,5,Labor share
2026-09-16,Sep,9,Non-Peak,10.0,12,11261,135132,7853,142985,78,65,780.0,253.0,14298.5,12.0,2.23,1.35,142985,0,0.0,17160.0,0.12,-13,Offer VTO
2026-09-17,Sep,9,Non-Peak,10.0,13,12392,161096,0,161096,82,73,820.0,267.4,16109.6,13.0,3.62,1.83,161096,0,0.0,18040.0,0.112,-9,Quality audit
2026-09-18,Sep,9,Non-Peak,10.0,10,13005,130050,0,130050,79,59,790.0,267.6,13005.0,14.1,3.35,1.86,130050,0,0.0,17380.0,0.1336,-20,Offer VTO
2026-09-19,Sep,9,Non-Peak,10.0,19,12287,233453,0,233453,72,106,720.0,253.2,15495.8,12.6,3.0,2.19,154958,78495,4.31,15840.0,0.1022,34,Add OT
2026-09-20,Sep,9,Non-Peak,10.0,13,12394,161122,78495,239617,78,109,780.0,245.2,16256.8,12.9,3.24,1.2,162568,77049,4.03,17160.0,0.1056,31,Add OT
2026-09-21,Sep,9,Non-Peak,10.0,22,11136,244992,77049,322041,78,146,780.0,268.5,17801.6,14.5,2.11,0.5,178016,144025,6.88,17160.0,0.0964,68,Add OT
2026-09-22,Sep,9,Non-Peak,10.0,13,11536,149968,144025,293993,76,134,760.0,265.1,17125.5,12.6,1.9,1.81,171255,122738,6.09,16720.0,0.0976,58,Add OT
2026-09-23,Sep,9,Non-Peak,10.0,17,11281,191777,122738,314515,86,143,860.0,267.7,19568.9,13.6,3.3,1.93,195689,118826,5.16,19360.0,0.0989,57,Add OT
2026-09-24,Sep,9,Non-Peak,10.0,8,13204,105632,118826,224458,80,102,800.0,266.9,18149.2,12.4,2.36,2.02,181492,42966,2.01,17600.0,0.097,22,Add OT
2026-09-25,Sep,9,Non-Peak,10.0,14,12086,169204,42966,212170,78,97,780.0,265.0,17569.5,13.8,2.79,0.86,175695,36475,1.76,17160.0,0.0977,19,Add OT
2026-09-26,Sep,9,Non-Peak,10.0,9,14215,127935,36475,164410,77,75,770.0,256.3,16441.0,11.1,2.85,1.74,164410,0,0.0,16940.0,0.103,-2,UPF coaching
2026-09-27,Sep,9,Non-Peak,10.0,14,12147,170058,0,170058,79,77,790.0,265.7,17005.8,13.6,3.39,1.3,170058,0,0.0,17380.0,0.1022,-2,Maintain plan
2026-09-28,Sep,9,Non-Peak,10.0,10,11845,118450,0,118450,79,54,790.0,263.9,11845.0,14.9,1.77,0.95,118450,0,0.0,17380.0,0.1467,-25,Offer VTO
2026-09-29,Sep,9,Non-Peak,10.0,12,13720,164640,0,164640,84,75,840.0,250.8,16464.0,12.2,2.7,1.77,164640,0,0.0,18700.0,0.1136,-9,UPF coaching
2026-09-30,Sep,9,Non-Peak,10.0,11,11814,129954,0,129954,83,59,830.0,253.1,12995.4,11.9,3.11,2.37,129954,0,0.0,18370.0,0.1414,-24,Offer VTO
2026-10-01,Oct,10,Peak,10.0,30,13321,399630,0,399630,170,181,1700.0,245.6,35489.2,11.4,3.15,1.89,354892,44738,1.07,37400.0,0.1054,11,Labor share
2026-10-02,Oct,10,Peak,10.0,28,13865,388220,44738,432958,181,196,1810.0,245.3,37739.4,11.7,4.47,1.93,377394,55564,1.25,40810.0,0.1081,15,Add OT
2026-10-03,Oct,10,Peak,10.0,23,11451,263373,55564,318937,167,145,1670.0,259.6,31893.7,13.7,3.48,0.98,318937,0,0.0,36740.0,0.1152,-22,Offer VTO
2026-10-04,Oct,10,Peak,10.0,30,13267,398010,0,398010,169,181,1690.0,264.0,37923.6,13.0,2.99,0.95,379236,18774,0.42,37180.0,0.098,12,Add OT
2026-10-05,Oct,10,Peak,10.0,29,14376,416904,18774,435678,172,198,1720.0,256.6,37514.9,12.7,2.31,2.2,375149,60529,1.37,37840.0,0.1009,26,Add OT
2026-10-06,Oct,10,Peak,10.0,36,12846,462456,60529,522985,176,237,1760.0,258.5,38671.6,10.9,3.3,2.2,386716,136269,3.0,39160.0,0.1013,61,Add OT
2026-10-07,Oct,10,Peak,10.0,33,11939,393987,136269,530256,181,240,1810.0,276.9,42601.1,14.4,1.0,1.1,426011,104245,2.08,40810.0,0.0958,59,Add OT
2026-10-08,Oct,10,Peak,10.0,28,12425,347900,104245,452145,177,205,1770.0,254.8,38334.7,12.9,1.96,1.25,383347,68798,1.53,39490.0,0.103,28,Add OT
2026-10-09,Oct,10,Peak,10.0,28,10879,304612,68798,373410,170,169,1700.0,252.6,36500.7,11.9,2.12,1.94,365007,8403,0.2,37400.0,0.1025,-1,UPF coaching
2026-10-10,Oct,10,Peak,10.0,20,12330,246600,8403,255003,161,116,1610.0,266.3,25500.3,15.0,3.04,1.74,255003,0,0.0,35420.0,0.1389,-45,Offer VTO
2026-10-11,Oct,10,Peak,10.0,34,12345,419730,0,419730,168,190,1680.0,263.5,37627.8,13.0,3.14,0.79,376278,43452,0.98,36960.0,0.0982,22,Add OT
2026-10-12,Oct,10,Peak,10.0,17,13055,221935,43452,265387,162,121,1620.0,243.5,26538.7,10.3,2.8,2.21,265387,0,0.0,35640.0,0.1343,-41,Offer VTO
2026-10-13,Oct,10,Peak,10.0,36,12271,441756,0,441756,182,200,1820.0,261.4,40438.6,12.0,3.02,1.14,404386,37370,0.79,41140.0,0.1017,18,Add OT
2026-10-14,Oct,10,Peak,10.0,27,12358,333666,37370,371036,173,168,1730.0,261.4,37103.6,13.8,2.77,1.78,371036,0,0.0,38170.0,0.1029,-5,Maintain plan
2026-10-15,Oct,10,Peak,10.0,18,14933,268794,0,268794,170,122,1700.0,264.3,26879.4,13.3,3.24,0.85,268794,0,0.0,37400.0,0.1391,-48,Offer VTO
2026-10-16,Oct,10,Peak,10.0,37,12272,454064,0,454064,173,206,1730.0,266.2,39144.7,13.5,2.23,1.56,391447,62617,1.36,38170.0,0.0975,33,Add OT
2026-10-17,Oct,10,Peak,10.0,29,13664,396256,62617,458873,161,208,1610.0,262.1,35868.4,11.4,3.41,1.55,358684,100189,2.37,35420.0,0.0987,47,Add OT
2026-10-18,Oct,10,Peak,10.0,23,11429,262867,100189,363056,161,165,1610.0,254.3,34801.0,12.5,3.18,2.2,348010,15046,0.37,35420.0,0.1018,4,Quality audit
2026-10-19,Oct,10,Peak,10.0,25,12033,300825,15046,315871,170,143,1700.0,267.9,31587.1,14.8,2.76,1.15,315871,0,0.0,37400.0,0.1184,-27,Offer VTO
